company,battalion,m4_qual_category,m4_score,BrigadeName,grade_unmapped,fms_grade_type,primary_specialty_code,billet_specialty,designation_of_duties_performed,asi_and_sqi,time_in_active_service_years,age_bracket,sex,height,weight,height_weight_pass,body_fat_percent,aft_pass,aft_score_total,aft_score_plank,aft_score_push_up,aft_score_sprint_drag_carry,aft_score_2mi_run,aft_score_alt_aerobic,aft_raw_plank,aft_raw_plank_seconds,aft_raw_deadlift,aft_deadlift_score,aft_raw_push_up,aft_raw_sprint_drag_carry,aft_raw_2mi_run,aft_raw_sprint_drag_carry_seconds,aft_raw_2mi_run_seconds,aft_raw_alt_aerobic
D,3rd Battalion,Expert,36,173rd Airborne Brigade,O3,Officer,31B,31B,Medic,P,24,41+,M,77,148,TRUE,24.4,FALSE,362,57,80,70,80,97,1:25,85,241,75,46,2:18,14:53,137.5,893,24:30
B,2nd Battalion,Sharpshooter,29,173rd Airborne Brigade,E3,Enlisted,11C,11C,Driver,T,8.3,26-30,M,73,147,TRUE,14.6,TRUE,380,80,80,70,70,NA,2:48,168,267,80,42,2:14,17:21,134.3,1041,NA
D,3rd Battalion,Unqualified,11,173rd Airborne Brigade,E3,Enlisted,92Y,92Y,Supply Specialist,C8,16.9,36-40,M,68,159,TRUE,19.2,FALSE,335,60,60,60,90,NA,1:39,99,219,65,23,2:37,13:17,157.2,797,NA
D,1st Battalion,Sharpshooter,29,173rd Airborne Brigade,O2,Officer,11C,11C,Admin,,10.1,31-35,M,76,187,TRUE,22.4,TRUE,440,80,100,80,80,NA,2:40,160,340,100,70,2:10,15:06,129.9,906,NA
C,1st Battalion,Marksman,23,173rd Airborne Brigade,E5,Enlisted,92Y,92Y,Driver,,8.5,26-30,M,65,170,TRUE,15.8,FALSE,345,60,80,60,60,NA,1:54,114,290,85,47,2:47,18:21,166.6,1101,NA
B,1st Battalion,Sharpshooter,28,173rd Airborne Brigade,E3,Enlisted,19D,19D,Team Leader,V,19.8,36-40,M,73,149,TRUE,15,TRUE,380,70,100,70,60,NA,2:06,126,275,80,68,2:19,18:18,138.8,1098,NA
B,2nd Battalion,Sharpshooter,30,173rd Airborne Brigade,E6,Enlisted,25B,25B,Team Leader,,8.3,26-30,M,68,191,TRUE,18.6,FALSE,324,70,60,70,70,NA,2:29,149,161,54,25,2:24,16:26,144.2,986,NA
HHC,3rd Battalion,Marksman,21,173rd Airborne Brigade,O2,Officer,11B,11B,Team Leader,P,3.7,22-25,M,71,176,TRUE,13.6,TRUE,360,80,60,70,80,NA,2:44,164,222,70,25,2:13,15:40,133.3,940,NA
A,3rd Battalion,Expert,38,173rd Airborne Brigade,E5,Enlisted,31B,31B,Team Leader,,13.4,31-35,M,67,200,TRUE,16.6,FALSE,355,60,80,60,70,NA,1:32,92,285,85,44,2:53,17:09,173,1029,NA
A,3rd Battalion,Expert,36,173rd Airborne Brigade,E9,Enlisted,42A,42A,Rifleman,,16.8,36-40,M,69,198,TRUE,15.4,FALSE,369,70,90,70,80,NA,2:29,149,177,59,59,2:17,14:47,136.6,887,NA
D,2nd Battalion,Expert,35,173rd Airborne Brigade,E5,Enlisted,35F,35F,Rifleman,,13.1,31-35,M,70,175,TRUE,17.9,TRUE,400,70,80,70,100,NA,2:15,135,260,80,40,2:14,12:04,134.3,724,NA
B,3rd Battalion,Sharpshooter,29,173rd Airborne Brigade,E6,Enlisted,11C,11C,Squad Leader,C8,23.9,41+,M,68,145,TRUE,12.6,TRUE,410,60,90,80,80,NA,1:36,96,340,100,58,2:09,15:30,128.9,930,NA
A,2nd Battalion,Marksman,24,173rd Airborne Brigade,E8,Enlisted,31B,31B,Squad Leader,,9.6,26-30,F,63,145,TRUE,27.4,FALSE,342,70,80,70,70,NA,2:28,148,155,52,40,2:19,16:38,139.4,998,NA
A,3rd Battalion,Expert,35,173rd Airborne Brigade,E1,Enlisted,42A,42A,Squad Leader,,0.9,18-21,F,64,148,TRUE,28.9,FALSE,381,80,80,90,80,NA,2:51,171,154,51,48,1:35,15:03,95,903,NA
C,3rd Battalion,Expert,32,173rd Airborne Brigade,E1,Enlisted,11C,11C,Team Leader,,10,31-35,F,61,162,TRUE,24,FALSE,377,90,80,70,80,NA,3:17,197,172,57,49,2:13,14:38,132.8,878,NA
D,3rd Battalion,Sharpshooter,34,173rd Airborne Brigade,E5,Enlisted,11C,11C,Gunner,C8,15.4,36-40,M,71,167,TRUE,23.8,FALSE,335,60,80,60,60,NA,1:33,93,256,75,42,2:32,18:33,152.3,1113,NA
HHC,1st Battalion,Unqualified,17,173rd Airborne Brigade,O3,Officer,11B,11B,Platoon Sergeant,,13.8,31-35,M,68,157,TRUE,16,FALSE,327,60,70,70,80,84,1:39,99,140,47,39,2:25,14:38,145.2,878,21:00
A,1st Battalion,Marksman,24,173rd Airborne Brigade,E4,Enlisted,42A,42A,Squad Leader,,18.4,36-40,M,69,179,TRUE,8,FALSE,357,90,80,70,60,NA,3:47,227,172,57,46,2:12,19:51,131.5,1191,NA
HHC,1st Battalion,Marksman,22,173rd Airborne Brigade,E4,Enlisted,19D,19D,Medic,,17.2,36-40,M,72,231,TRUE,17.2,TRUE,390,80,70,60,80,NA,2:52,172,340,100,38,2:37,14:57,157.3,897,NA
A,3rd Battalion,Sharpshooter,31,173rd Airborne Brigade,E3,Enlisted,42A,42A,Team Leader,,15.7,36-40,M,73,205,TRUE,9.9,TRUE,435,80,100,80,90,NA,2:33,153,286,85,67,2:04,13:30,124,810,NA
A,1st Battalion,Expert,32,173rd Airborne Brigade,E2,Enlisted,13B,13B,Supply Specialist,,4.1,22-25,M,71,198,TRUE,22.1,TRUE,380,90,90,70,60,NA,3:01,181,232,70,54,2:12,18:49,131.8,1129,NA
B,3rd Battalion,Expert,36,173rd Airborne Brigade,E3,Enlisted,35F,35F,Team Leader,T,24.6,41+,M,65,168,TRUE,15.6,TRUE,395,80,90,60,80,NA,2:36,156,282,85,58,2:40,15:45,159.9,945,NA
C,2nd Battalion,Sharpshooter,33,173rd Airborne Brigade,E5,Enlisted,25B,25B,Squad Leader,C8,5.1,26-30,M,70,182,TRUE,18.4,TRUE,360,60,100,70,60,NA,1:57,117,237,70,61,2:11,18:13,131.2,1093,NA
A,1st Battalion,Marksman,21,173rd Airborne Brigade,E4,Enlisted,11C,11C,Supply Specialist,T,14,31-35,M,74,201,TRUE,14.2,FALSE,350,70,70,70,60,NA,2:17,137,278,80,31,2:27,18:13,146.8,1093,NA
B,2nd Battalion,Expert,32,173rd Airborne Brigade,E4,Enlisted,11C,11C,Admin,,9.5,26-30,F,62,137,TRUE,26.1,FALSE,345,70,70,60,80,NA,2:01,121,212,65,36,2:31,15:25,151.2,925,NA
HHC,1st Battalion,Sharpshooter,27,173rd Airborne Brigade,E3,Enlisted,68W,68W,Gunner,,22.8,41+,M,72,176,TRUE,23.4,TRUE,380,90,70,60,80,NA,3:25,205,264,80,36,2:37,15:23,157.3,923,NA
C,3rd Battalion,Sharpshooter,28,173rd Airborne Brigade,E6,Enlisted,25B,25B,Rifleman,,8.2,26-30,M,68,170,TRUE,14,TRUE,415,90,90,70,100,NA,3:11,191,211,65,53,2:29,12:35,149,755,NA
C,1st Battalion,Unqualified,19,173rd Airborne Brigade,O1,Officer,25U,25U,Gunner,B4,24.7,41+,M,69,201,TRUE,20.4,TRUE,375,80,80,60,70,NA,2:43,163,283,85,49,2:50,17:22,169.7,1042,NA
A,1st Battalion,Expert,36,173rd Airborne Brigade,E3,Enlisted,35F,35F,Platoon Sergeant,,9.5,26-30,F,66,146,TRUE,33.6,TRUE,440,90,90,100,80,NA,3:17,197,267,80,50,1:30,14:46,89.5,886,NA
B,1st Battalion,Expert,36,173rd Airborne Brigade,E5,Enlisted,88M,88M,Driver,S,2.6,22-25,M,68,176,TRUE,21.9,FALSE,350,70,90,60,60,NA,2:17,137,233,70,54,2:33,18:36,153.3,1116,NA
D,1st Battalion,Sharpshooter,30,173rd Airborne Brigade,E7,Enlisted,11C,11C,Driver,B4,12.7,31-35,M,68,163,TRUE,23.9,TRUE,400,80,90,80,80,NA,2:55,175,220,70,58,2:03,14:49,123.2,889,NA
A,3rd Battalion,Marksman,22,173rd Airborne Brigade,W1,Warrant,88M,88M,Rifleman,T,17.6,36-40,M,72,204,TRUE,20.2,TRUE,415,90,90,60,90,NA,3:16,196,283,85,54,2:35,13:50,154.8,830,NA
HHC,1st Battalion,Marksman,23,173rd Airborne Brigade,E3,Enlisted,19D,19D,Supply Specialist,,23.8,41+,M,65,191,TRUE,13,TRUE,395,90,60,70,100,NA,3:14,194,253,75,21,2:29,12:30,149.4,750,NA
C,2nd Battalion,Marksman,24,173rd Airborne Brigade,E4,Enlisted,25U,25U,Supply Specialist,,12.3,31-35,M,70,198,TRUE,18.4,TRUE,365,70,90,70,70,NA,2:12,132,207,65,53,2:30,17:02,149.8,1022,NA
HHC,2nd Battalion,Marksman,22,173rd Airborne Brigade,E2,Enlisted,25B,25B,Team Leader,,7.7,26-30,M,71,188,TRUE,24.1,TRUE,410,70,100,90,80,NA,2:06,126,237,70,61,1:46,15:43,106.4,943,NA
C,3rd Battalion,Marksman,22,173rd Airborne Brigade,E4,Enlisted,68W,68W,Medic,,23.2,41+,M,73,142,TRUE,22.3,TRUE,365,90,70,60,80,NA,3:32,212,208,65,31,2:42,15:01,161.5,901,NA
A,3rd Battalion,Sharpshooter,27,173rd Airborne Brigade,E5,Enlisted,88M,88M,Gunner,V,5.5,26-30,M,69,205,TRUE,19.7,FALSE,340,60,70,60,80,NA,1:41,101,231,70,32,2:54,15:26,174.2,926,NA
D,1st Battalion,Marksman,27,173rd Airborne Brigade,E4,Enlisted,88M,88M,Driver,B4,9.6,26-30,M,71,159,TRUE,13.4,FALSE,328,70,80,60,60,NA,2:26,146,173,58,48,2:31,18:17,151.1,1097,NA
B,3rd Battalion,Sharpshooter,29,173rd Airborne Brigade,E3,Enlisted,35F,35F,Squad Leader,,22.9,41+,M,71,210,TRUE,23.8,TRUE,410,90,90,80,60,NA,3:34,214,308,90,59,1:54,19:05,113.9,1145,NA
D,2nd Battalion,Unqualified,17,173rd Airborne Brigade,E6,Enlisted,19D,19D,Admin,,4.5,22-25,M,71,183,TRUE,14.1,TRUE,395,60,80,70,100,NA,1:58,118,283,85,46,2:14,12:21,133.6,741,NA
HHC,1st Battalion,Expert,33,173rd Airborne Brigade,E5,Enlisted,25B,25B,Driver,,7.5,26-30,M,69,188,TRUE,16.4,TRUE,390,80,90,80,80,NA,2:52,172,199,60,55,1:58,15:39,118.2,939,NA
A,1st Battalion,Sharpshooter,29,173rd Airborne Brigade,E3,Enlisted,25U,25U,Squad Leader,,14.2,31-35,M,71,186,TRUE,14.6,TRUE,405,70,100,70,80,NA,2:07,127,294,85,60,2:23,14:09,143.1,849,NA
C,3rd Battalion,Sharpshooter,32,173rd Airborne Brigade,W2,Warrant,88M,88M,Platoon Sergeant,S,1.7,18-21,M,68,141,TRUE,17.6,TRUE,395,60,80,70,90,NA,1:55,115,339,95,45,2:18,13:47,138.1,827,NA
B,2nd Battalion,Unqualified,17,173rd Airborne Brigade,E6,Enlisted,11B,11B,Squad Leader,,9.6,26-30,M,71,206,TRUE,19.5,FALSE,294,60,60,19,70,NA,1:54,114,280,85,26,3:27,17:12,207.1,1032,NA
C,1st Battalion,Sharpshooter,31,173rd Airborne Brigade,O4,Officer,92Y,92Y,Platoon Sergeant,,0.9,18-21,M,71,162,TRUE,14.4,TRUE,425,90,90,70,80,94,3:40,220,321,95,55,2:19,15:31,139.1,931,24:30
B,3rd Battalion,Sharpshooter,32,173rd Airborne Brigade,E1,Enlisted,11B,11B,Rifleman,,20.5,41+,M,69,189,TRUE,23.8,TRUE,385,70,80,60,100,NA,2:28,148,243,75,41,2:38,12:22,158.2,742,NA
C,3rd Battalion,Sharpshooter,31,173rd Airborne Brigade,E5,Enlisted,88M,88M,Rifleman,,3.1,22-25,M,64,191,TRUE,17.1,TRUE,365,70,80,70,80,NA,2:12,132,210,65,46,2:16,14:08,135.7,848,NA
HHC,1st Battalion,Sharpshooter,30,173rd Airborne Brigade,O2,Officer,25U,25U,Gunner,,8.4,26-30,M,73,173,TRUE,20.9,TRUE,405,70,80,70,100,NA,2:04,124,281,85,49,2:12,12:10,132.1,730,NA
D,2nd Battalion,Marksman,27,173rd Airborne Brigade,E7,Enlisted,31B,31B,Admin,T,2.9,22-25,M,76,172,TRUE,20.1,TRUE,395,90,100,80,60,NA,3:15,195,215,65,70,2:05,19:41,124.9,1181,NA
A,2nd Battalion,Sharpshooter,29,173rd Airborne Brigade,E5,Enlisted,11C,11C,Rifleman,R,19.2,36-40,M,70,194,TRUE,10.6,TRUE,360,60,90,70,80,NA,1:38,98,181,60,55,2:26,14:10,146.3,850,NA
C,3rd Battalion,Expert,38,173rd Airborne Brigade,E3,Enlisted,68W,68W,Gunner,C8,11.2,31-35,M,70,144,TRUE,21,TRUE,375,80,80,60,70,NA,2:38,158,298,85,41,2:50,17:47,169.8,1067,NA
D,3rd Battalion,Sharpshooter,29,173rd Airborne Brigade,E9,Enlisted,25B,25B,Admin,,22.1,41+,M,70,129,TRUE,6.5,TRUE,400,90,80,80,70,NA,3:11,191,268,80,42,2:09,17:41,128.7,1061,NA
B,3rd Battalion,Sharpshooter,29,173rd Airborne Brigade,E2,Enlisted,25U,25U,Platoon Sergeant,,1.6,18-21,M,74,191,TRUE,9.9,TRUE,395,80,100,60,90,NA,2:40,160,200,65,66,2:51,13:25,171,805,NA
HHC,1st Battalion,Expert,37,173rd Airborne Brigade,E3,Enlisted,19D,19D,Gunner,,23.7,41+,M,72,158,TRUE,16.6,FALSE,350,40,90,60,80,NA,1:00,60,277,80,55,2:57,15:55,176.9,955,NA
HHC,1st Battalion,Sharpshooter,29,173rd Airborne Brigade,E3,Enlisted,19D,19D,Driver,,16.3,36-40,M,70,174,TRUE,25,FALSE,350,70,60,60,60,NA,2:18,138,340,100,29,2:48,18:59,167.9,1139,NA
C,1st Battalion,Marksman,24,173rd Airborne Brigade,E5,Enlisted,25U,25U,Driver,,8,26-30,F,67,147,TRUE,29.6,TRUE,385,70,100,70,80,NA,2:25,145,202,65,67,2:14,14:54,134.2,894,NA
B,1st Battalion,Marksman,19,173rd Airborne Brigade,E4,Enlisted,25B,25B,Driver,,5.2,26-30,M,71,194,TRUE,17.3,FALSE,353,80,60,80,58,NA,2:49,169,256,75,27,2:00,20:11,120.1,1211,NA
A,3rd Battalion,Sharpshooter,29,173rd Airborne Brigade,E4,Enlisted,11B,11B,Platoon Sergeant,,8.6,26-30,F,62,137,TRUE,25.1,TRUE,415,80,100,90,70,NA,2:36,156,241,75,66,1:47,17:20,107.1,1040,NA
B,2nd Battalion,Expert,37,173rd Airborne Brigade,E3,Enlisted,11B,11B,Team Leader,R,9.8,26-30,M,68,136,TRUE,24,TRUE,390,100,70,70,70,NA,4:01,241,275,80,39,2:17,17:58,137,1078,NA
A,2nd Battalion,Expert,37,173rd Airborne Brigade,E4,Enlisted,31B,31B,Medic,,15.8,36-40,M,65,167,TRUE,23.5,TRUE,400,80,80,70,90,NA,2:40,160,260,80,41,2:15,13:07,135.2,787,NA
C,2nd Battalion,Sharpshooter,33,173rd Airborne Brigade,E4,Enlisted,42A,42A,Rifleman,,17.3,36-40,M,68,191,TRUE,22.6,FALSE,345,60,70,70,70,NA,1:36,96,241,75,36,2:10,17:39,130.5,1059,NA
HHC,2nd Battalion,Marksman,22,173rd Airborne Brigade,E3,Enlisted,92Y,92Y,Gunner,,20,41+,M,70,187,TRUE,10.8,TRUE,385,80,70,80,80,NA,2:54,174,250,75,30,2:03,14:05,123.1,845,NA
C,3rd Battalion,Marksman,23,173rd Airborne Brigade,E4,Enlisted,35F,35F,Platoon Sergeant,,16.6,36-40,M,74,147,TRUE,16.2,TRUE,410,90,80,80,60,NA,3:31,211,340,100,48,1:58,18:46,118.1,1126,NA
C,2nd Battalion,Expert,34,173rd Airborne Brigade,E6,Enlisted,35F,35F,Squad Leader,C8,12.8,31-35,M,78,179,TRUE,17.4,TRUE,405,70,80,70,100,NA,2:01,121,299,85,46,2:22,12:36,142,756,NA
HHC,2nd Battalion,Expert,33,173rd Airborne Brigade,E6,Enlisted,25U,25U,Rifleman,,2.4,22-25,F,64,176,TRUE,28,TRUE,375,70,90,60,80,NA,2:04,124,249,75,50,2:50,14:55,170.5,895,NA
D,3rd Battalion,Sharpshooter,29,173rd Airborne Brigade,E4,Enlisted,92Y,92Y,Platoon Sergeant,,6.9,26-30,F,67,145,TRUE,22.9,FALSE,327,70,80,60,60,NA,2:26,146,170,57,42,2:31,18:54,151,1134,NA
C,3rd Battalion,Expert,38,173rd Airborne Brigade,E2,Enlisted,11B,11B,Squad Leader,C8,5.6,26-30,M,74,184,TRUE,21.1,TRUE,380,80,90,60,70,67,2:45,165,263,80,54,2:36,17:57,156.1,1077,15:00
HHC,3rd Battalion,Sharpshooter,30,173rd Airborne Brigade,E8,Enlisted,25U,25U,Gunner,,17.7,36-40,M,61,176,TRUE,18.4,TRUE,375,70,80,90,70,NA,2:11,131,215,65,45,1:43,16:30,103.2,990,NA
HHC,3rd Battalion,Sharpshooter,30,173rd Airborne Brigade,E6,Enlisted,42A,42A,Medic,P,11.4,31-35,M,68,138,TRUE,17.9,TRUE,385,80,80,70,90,NA,2:59,179,203,65,40,2:22,13:05,142.3,785,NA
D,3rd Battalion,Sharpshooter,32,173rd Airborne Brigade,E8,Enlisted,31B,31B,Gunner,,16.8,36-40,M,69,171,TRUE,20.3,TRUE,385,70,90,60,90,NA,2:16,136,251,75,56,2:31,13:38,150.8,818,NA
HHC,2nd Battalion,Sharpshooter,29,173rd Airborne Brigade,E2,Enlisted,35F,35F,Squad Leader,,11.9,31-35,M,69,185,TRUE,20.5,FALSE,350,70,80,60,80,NA,2:18,138,182,60,45,2:40,14:17,159.9,857,NA
B,3rd Battalion,Marksman,27,173rd Airborne Brigade,E4,Enlisted,88M,88M,Rifleman,,12.5,31-35,M,73,175,FALSE,27.3,FALSE,355,60,80,60,80,NA,1:52,112,241,75,40,2:32,15:04,152.5,904,NA
D,2nd Battalion,Sharpshooter,30,173rd Airborne Brigade,E7,Enlisted,88M,88M,Driver,,0.5,18-21,M,68,199,TRUE,7.4,FALSE,346,80,70,59,90,NA,2:54,174,140,47,38,3:01,13:34,180.9,814,NA
B,3rd Battalion,Unqualified,15,173rd Airborne Brigade,E5,Enlisted,68W,68W,Admin,,12.3,31-35,M,71,172,TRUE,11.6,TRUE,395,80,80,70,80,NA,2:32,152,284,85,46,2:12,15:11,131.9,911,NA
D,3rd Battalion,Unqualified,18,173rd Airborne Brigade,E8,Enlisted,11C,11C,Medic,,2.4,22-25,M,74,125,TRUE,15.4,FALSE,350,60,70,70,70,NA,1:33,93,262,80,39,2:21,16:38,140.6,998,NA
HHC,2nd Battalion,Sharpshooter,28,173rd Airborne Brigade,E2,Enlisted,19D,19D,Team Leader,P,21.3,41+,M,74,184,TRUE,15.9,TRUE,425,90,90,70,80,NA,3:24,204,327,95,54,2:13,16:00,133.4,960,NA
B,3rd Battalion,Sharpshooter,28,173rd Airborne Brigade,E4,Enlisted,25B,25B,Platoon Sergeant,C8,17.1,36-40,M,73,156,TRUE,17.3,TRUE,420,90,80,90,70,NA,3:10,190,313,90,44,1:48,17:09,108,1029,NA
A,1st Battalion,Unqualified,13,173rd Airborne Brigade,E1,Enlisted,31B,31B,Platoon Sergeant,R,20.9,41+,M,67,195,TRUE,23.1,FALSE,348,60,100,70,43,NA,1:58,118,254,75,65,2:14,21:26,134.3,1286,NA
D,1st Battalion,Expert,37,173rd Airborne Brigade,E6,Enlisted,19D,19D,Rifleman,,6.1,26-30,M,73,173,TRUE,23.1,TRUE,370,70,90,70,70,NA,2:06,126,223,70,57,2:20,16:11,140.2,971,NA
B,3rd Battalion,Sharpshooter,31,173rd Airborne Brigade,E6,Enlisted,19D,19D,Gunner,C8,23.9,41+,M,68,157,TRUE,17.2,TRUE,435,80,100,70,100,NA,2:47,167,287,85,69,2:13,11:46,133.1,706,NA
HHC,2nd Battalion,Expert,33,173rd Airborne Brigade,W2,Warrant,88M,88M,Gunner,,1.2,18-21,F,63,142,TRUE,35,TRUE,370,90,70,70,60,NA,3:24,204,277,80,37,2:18,18:38,138.5,1118,NA
D,2nd Battalion,Sharpshooter,28,173rd Airborne Brigade,E3,Enlisted,68W,68W,Squad Leader,,22.3,41+,M,72,188,TRUE,19.6,FALSE,350,60,100,60,60,NA,1:48,108,220,70,62,2:38,19:24,158.1,1164,NA
HHC,1st Battalion,Expert,38,173rd Airborne Brigade,E7,Enlisted,25B,25B,Driver,P,8.6,26-30,F,65,140,TRUE,35,TRUE,375,70,90,70,80,NA,2:18,138,216,65,52,2:21,14:35,140.8,875,NA
A,3rd Battalion,Expert,34,173rd Airborne Brigade,E3,Enlisted,92Y,92Y,Medic,,24.3,41+,M,68,186,TRUE,14.5,FALSE,335,60,70,60,80,NA,1:47,107,213,65,39,2:37,15:17,156.8,917,NA
D,3rd Battalion,Expert,34,173rd Airborne Brigade,E4,Enlisted,88M,88M,Medic,,1.6,18-21,M,67,202,TRUE,15.3,TRUE,375,80,70,60,70,NA,2:58,178,331,95,38,2:48,16:06,167.5,966,NA
D,2nd Battalion,Sharpshooter,29,173rd Airborne Brigade,E7,Enlisted,88M,88M,Squad Leader,,13.3,31-35,M,72,193,TRUE,14.1,FALSE,355,60,80,60,90,NA,1:43,103,207,65,42,2:32,13:41,152,821,NA
D,3rd Battalion,Marksman,24,173rd Airborne Brigade,E4,Enlisted,31B,31B,Medic,,20.5,41+,M,77,186,TRUE,10.5,FALSE,367,90,70,80,70,NA,3:35,215,171,57,32,1:60,16:35,119.7,995,NA
A,1st Battalion,Expert,37,173rd Airborne Brigade,E6,Enlisted,42A,42A,Squad Leader,R,18.3,36-40,M,72,156,TRUE,18.6,FALSE,350,80,60,80,70,NA,2:33,153,197,60,28,2:08,17:31,128.1,1051,NA
A,3rd Battalion,Marksman,24,173rd Airborne Brigade,E8,Enlisted,35F,35F,Squad Leader,P,24.4,41+,M,68,206,TRUE,18.8,TRUE,370,60,70,70,80,NA,1:48,108,312,90,38,2:21,15:25,140.9,925,NA
A,1st Battalion,Marksman,24,173rd Airborne Brigade,O3,Officer,35F,35F,Medic,R,15.2,36-40,M,71,223,FALSE,26.1,TRUE,375,70,90,60,70,NA,2:15,135,293,85,50,2:55,16:22,174.8,982,NA
HHC,2nd Battalion,Unqualified,14,173rd Airborne Brigade,E6,Enlisted,13B,13B,Team Leader,,13.6,31-35,M,68,137,TRUE,25.4,TRUE,440,100,100,70,80,NA,4:06,246,311,90,70,2:13,15:16,133.2,916,NA
A,1st Battalion,Marksman,25,173rd Airborne Brigade,E5,Enlisted,42A,42A,Team Leader,T,24.3,41+,M,74,144,TRUE,17.5,FALSE,367,70,100,52,70,99,2:27,147,255,75,62,3:05,16:48,185.3,1008,24:30
B,3rd Battalion,Unqualified,14,173rd Airborne Brigade,E1,Enlisted,13B,13B,Gunner,,10.4,31-35,M,69,200,TRUE,16.1,TRUE,360,60,80,80,70,NA,1:34,94,239,70,46,1:56,17:59,116.3,1079,NA
C,2nd Battalion,Marksman,24,173rd Airborne Brigade,E5,Enlisted,88M,88M,Medic,R,15.7,36-40,M,65,153,TRUE,23.4,TRUE,405,70,90,80,90,73,2:13,133,259,75,55,2:08,13:48,128.4,828,24:30
A,1st Battalion,Marksman,25,173rd Airborne Brigade,E3,Enlisted,11B,11B,Rifleman,,10.7,31-35,M,71,212,TRUE,25.4,TRUE,405,90,80,80,80,NA,3:19,199,241,75,43,2:01,15:34,120.8,934,NA
D,2nd Battalion,Sharpshooter,31,173rd Airborne Brigade,E2,Enlisted,42A,42A,Squad Leader,,19.6,36-40,M,69,224,TRUE,24.5,FALSE,355,80,90,60,60,NA,2:59,179,219,65,51,2:30,18:08,150.5,1088,NA
A,3rd Battalion,Sharpshooter,27,173rd Airborne Brigade,E4,Enlisted,42A,42A,Admin,P,14.1,31-35,M,73,168,TRUE,16.6,TRUE,390,80,90,60,80,NA,2:31,151,268,80,51,2:48,16:00,168.3,960,NA
C,3rd Battalion,Sharpshooter,32,173rd Airborne Brigade,E8,Enlisted,11C,11C,Platoon Sergeant,P,22,41+,M,70,188,TRUE,19.2,TRUE,390,80,90,70,70,NA,2:40,160,275,80,59,2:20,18:00,139.7,1080,NA
B,1st Battalion,Unqualified,11,173rd Airborne Brigade,O4,Officer,92Y,92Y,Squad Leader,,9.6,26-30,M,70,213,TRUE,20.9,TRUE,390,80,70,90,70,NA,2:47,167,278,80,32,1:38,16:19,98.4,979,NA
C,2nd Battalion,Expert,39,173rd Airborne Brigade,E6,Enlisted,88M,88M,Medic,P,22.3,41+,M,68,178,TRUE,12.7,TRUE,360,70,80,60,80,NA,2:03,123,220,70,49,2:33,15:43,152.7,943,NA
D,1st Battalion,Expert,36,173rd Airborne Brigade,E5,Enlisted,25B,25B,Team Leader,V,2.3,22-25,M,71,177,TRUE,20.4,FALSE,355,60,80,60,70,85,1:34,94,292,85,42,2:35,17:22,154.6,1042,21:00
B,3rd Battalion,Marksman,25,173rd Airborne Brigade,E3,Enlisted,25U,25U,Supply Specialist,P,14.9,31-35,M,70,198,TRUE,19.6,TRUE,400,90,100,70,70,NA,3:01,181,227,70,67,2:11,17:12,130.9,1032,NA
HHC,3rd Battalion,Marksman,21,173rd Airborne Brigade,E8,Enlisted,92Y,92Y,Rifleman,V,18.3,36-40,F,62,163,TRUE,35,FALSE,369,90,80,70,59,NA,3:34,214,229,70,43,2:11,20:07,130.9,1207,NA
HHC,1st Battalion,Sharpshooter,28,173rd Airborne Brigade,E3,Enlisted,68W,68W,Rifleman,S,14.8,31-35,M,67,178,TRUE,22.8,TRUE,415,100,100,60,80,NA,4:33,273,250,75,60,2:42,14:39,161.5,879,NA
B,1st Battalion,Sharpshooter,30,173rd Airborne Brigade,E4,Enlisted,88M,88M,Platoon Sergeant,,0.3,18-21,M,68,169,TRUE,20.7,TRUE,395,60,80,90,70,NA,1:54,114,325,95,41,1:48,16:30,108.5,990,NA
HHC,2nd Battalion,Sharpshooter,32,173rd Airborne Brigade,E8,Enlisted,13B,13B,Supply Specialist,V,24.6,41+,M,69,197,TRUE,21.5,TRUE,410,80,100,60,90,NA,2:40,160,262,80,61,2:30,13:58,150.2,838,NA
C,3rd Battalion,Marksman,22,173rd Airborne Brigade,E4,Enlisted,19D,19D,Platoon Sergeant,T,6.9,26-30,M,70,202,TRUE,14.1,TRUE,400,90,90,70,70,NA,3:11,191,265,80,54,2:18,16:09,138.4,969,NA
HHC,3rd Battalion,Marksman,29,173rd Airborne Brigade,E5,Enlisted,68W,68W,Medic,B4,8.3,26-30,M,72,174,TRUE,18.6,TRUE,390,80,70,80,70,NA,2:34,154,310,90,35,1:54,16:32,113.6,992,NA
HHC,1st Battalion,Unqualified,18,173rd Airborne Brigade,E4,Enlisted,13B,13B,Platoon Sergeant,,9.7,26-30,M,74,153,TRUE,16.6,TRUE,390,80,70,70,90,NA,2:43,163,268,80,33,2:22,13:25,142.2,805,NA
D,3rd Battalion,Marksman,23,173rd Airborne Brigade,E5,Enlisted,19D,19D,Gunner,,24.2,41+,F,66,117,TRUE,29.1,TRUE,380,90,70,60,80,NA,3:24,204,262,80,35,2:39,15:39,159.4,939,NA
C,2nd Battalion,Expert,36,173rd Airborne Brigade,E2,Enlisted,35F,35F,Gunner,,9.7,26-30,M,73,170,TRUE,15.1,TRUE,425,90,90,70,80,NA,3:09,189,323,95,52,2:13,15:28,132.9,928,NA
