Group,Year,Month,DayOfWeek,Wounded,Killed,Weapon,Region,Country,Target,MaleAttackers,FemaleAttackers
Boko Haram (Shekau Faction),2017,11,3,10,4,Belt bomb,Africa,Nigeria,Civilian,1,0
Al-Aqsa Martyrs Brigade,2004,9,3,17,2,Belt bomb,Asia,Israel,Security,0,1
Unknown Group,2017,6,5,9,1,Belt bomb,Asia,Syria,Security,1,0
Unknown Group,2012,12,2,5,2,Car bomb,Asia,Pakistan,Security,1,0
Taliban (IEA),2011,9,7,4,1,Belt bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2010,6,4,4,4,Belt bomb,Asia,Iraq,Security,1,0
Islamic State,2015,4,6,8,5,Car bomb,Asia,Iraq,Security,1,0
Unknown Group,2008,3,7,58,43,Belt bomb,Asia,Pakistan,Political,1,0
Yekineyen Parastina Gel,2014,10,7,0,24,Belt bomb,Asia,Syria,Security,0,1
Unknown Group,2009,3,1,50,27,Belt bomb,Asia,Iraq,Political,1,0
Taliban (IEA),2010,2,6,11,2,Motorcycle bomb,Asia,Afghanistan,Security,1,0
Taliban (IEA),2010,12,6,8,0,Car bomb,Asia,Afghanistan,Security,1,0
Boko Haram,2012,4,1,26,10,Motorcycle bomb,Africa,Nigeria,Security,1,0
Tehrik-i-Taliban Pakistan,2010,11,2,15,6,Belt bomb,Asia,Pakistan,Security,1,0
Unknown Group,2007,12,6,11,10,Motorcycle bomb,Asia,Pakistan,Security,1,0
Tehrik-i-Taliban Pakistan,2008,10,1,65,26,Belt bomb,Asia,Pakistan,Political,1,0
Al-Qaeda Central,2005,7,4,163,6,Backpack bomb,Europe,United Kingdom,Civilian,1,0
Al-Qaeda in the Arabian Peninsula,2016,11,4,5,0,Truck bomb,Asia,Yemen,Security,1,0
Boko Haram (Shekau Faction),2017,7,7,17,3,Belt bomb,Africa,Nigeria,Civilian,1,1
Islamic Pride Brigades in the Land of the Nile,2005,4,4,18,3,Motorcycle bomb,Africa,Egypt,Civilian,1,0
Unknown Group,2013,10,3,15,7,Belt bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2018,1,3,0,0,Belt bomb,Asia,Syria,Security,0,2
Taliban (IEA),2005,6,1,4,8,Car bomb,Asia,Afghanistan,Security,1,0
Taliban (IEA),2008,1,4,21,6,Other PBIED,Asia,Afghanistan,Political,1,0
Taliban (IEA),2008,8,1,17,3,Car bomb,Asia,Afghanistan,Security,1,0
Jundullah (Iran),2010,7,4,270,27,Belt bomb,Asia,Iran,Civilian,2,0
Unknown Group,2006,7,7,23,4,Belt bomb,Asia,Afghanistan,Security,1,0
Taliban (IEA),2019,9,4,42,12,Car bomb,Asia,Afghanistan,Security,1,0
Taliban (IEA),2006,8,2,5,1,Car bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2008,2,5,17,4,Belt bomb,Asia,Iraq,Civilian,2,0
Islamic State,2016,11,5,0,0,Truck bomb,Asia,Iraq,Security,1,0
Unknown Group,2012,5,2,24,12,Belt bomb,Asia,Iraq,Security,1,0
Al-Shabaab,2018,5,3,15,10,Belt bomb,Africa,Somalia,Security,1,0
Unknown Group,2013,8,5,36,7,Car bomb,Asia,Syria,Security,1,0
Unknown Group,2015,12,1,41,30,Belt bomb,Africa,Nigeria,Civilian,0,2
Taliban (IEA),2008,10,7,4,1,Motorcycle bomb,Asia,Afghanistan,Security,1,0
Islamic State,2016,7,6,35,21,Belt bomb,Asia,Iraq,Security,1,0
Islamic State West Africa Province,2016,1,6,118,42,Belt bomb,Africa,Nigeria,Civilian,0,3
Al-Qaeda Central,2000,10,4,40,17,Boat bomb,Asia,Yemen,Security,2,0
Unknown Group,2017,5,2,0,0,Unspecified PBIED,Africa,Cameroon,Civilian,0,1
Boko Haram (Shekau Faction),2017,11,2,7,50,Belt bomb,Africa,Nigeria,Civilian,1,0
Unknown Group,2007,12,5,8,5,Car bomb,Asia,Iraq,Security,1,0
Revolutionary People's Liberation Party/Front,2001,9,1,23,3,Belt bomb,Asia,Turkey,Security,1,0
Unknown Group,2011,7,3,20,2,Car bomb,Asia,Iraq,Security,1,0
Taliban (IEA),2005,9,3,28,9,Motorcycle bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2010,10,7,52,37,Belt bomb,Asia,Iraq,Civilian,2,0
Unknown Group,2008,3,3,6,2,Car bomb,Asia,Iraq,Security,1,0
Unknown Group,2008,2,5,5,3,Car bomb,Asia,Afghanistan,Security,1,0
Islamic State,2016,9,5,7,6,Car bomb,Asia,Iraq,Civilian,1,0
Unknown Group,2004,1,3,31,2,Car bomb,Asia,Iraq,Security,1,0
Jabhat an-Nu_rah li-Ahl ash-Sh_m,2014,5,2,20,12,Car bomb,Asia,Syria,Security,1,0
Islamic State,2015,5,5,10,3,Car bomb,Asia,Iraq,Security,1,0
Ahrar ul-Hind,2014,3,1,30,11,Belt bomb,Asia,Pakistan,Political,2,0
Taliban (IEA),2008,6,1,25,6,Car bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2009,5,4,32,12,Motorcycle bomb,Asia,Afghanistan,Security,1,0
Islamic State,2019,1,6,3,1,Unspecified PBIED,Asia,Syria,Security,0,5
Islamic State of Iraq,2008,8,6,20,10,Belt bomb,Asia,Iraq,Security,1,0
Unknown Group,2002,10,5,100,6,Belt bomb,Europe,Finland,Civilian,1,0
Unknown Group,2003,10,4,38,8,Car bomb,Asia,Iraq,Security,1,0
Jama'at Al-Tawhid Wa'al-Jihad,2004,6,7,61,9,Car bomb,Asia,Iraq,Security,1,0
Liberation Tigers of Tamil Eelam,2008,10,1,86,28,Belt bomb,Asia,Sri Lanka,Political,1,0
Unknown Group,2007,6,4,66,17,Truck bomb,Asia,Iraq,Political,1,0
Islamic State,2015,8,7,8,15,Truck bomb,Asia,Iraq,Security,1,0
Islamic State of Iraq,2006,10,7,25,2,Belt bomb,Asia,Iraq,Civilian,1,0
Unknown Group,2009,12,3,14,1,Belt bomb,Asia,Pakistan,Security,1,0
Taliban (IEA),2008,11,4,7,0,Car bomb,Asia,Afghanistan,Security,1,0
Al-Qaeda in Iraq,2005,4,6,5,9,Belt bomb,Asia,Iraq,Security,1,0
Islamic State of Iraq and Syria,2014,5,4,26,8,Belt bomb,Asia,Iraq,Civilian,1,0
Islamic State West Africa Province,2015,11,5,38,22,Belt bomb,Africa,Nigeria,Civilian,1,0
Unknown Group,2009,4,1,19,7,Belt bomb,Asia,Iraq,Security,1,0
Tehrik-i-Taliban Pakistan,2011,1,1,10,5,Belt bomb,Asia,Pakistan,Security,1,0
Unknown Group,2007,1,5,0,0,Car bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2009,10,1,7,2,Belt bomb,Asia,Iraq,Security,1,0
Taliban (IEA),2008,10,4,23,5,Belt bomb,Asia,Afghanistan,Political,1,0
Hamas,2001,3,3,4,2,Belt bomb,Asia,Israel,Civilian,1,0
Taliban (IEA),2019,7,2,2,1,Car bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2009,12,2,130,45,Car bomb,Asia,Iraq,Political,1,0
Taliban (IEA),2011,10,1,5,6,Truck bomb,Asia,Afghanistan,Political,1,0
Tehrik-i-Taliban Pakistan,2007,9,6,7,4,Car bomb,Asia,Pakistan,Security,1,0
Iraqi Government,2003,4,5,2,3,Car bomb,Asia,Iraq,Security,0,2
Hamas,1994,12,7,13,0,Belt bomb,Asia,Israel,Security,1,0
Islamic State of Iraq,2011,6,5,16,5,Belt bomb,Asia,Iraq,Political,1,0
Unknown Group,2009,3,2,40,8,Truck bomb,Asia,Iraq,Security,1,0
Hamas,2003,9,2,70,7,Belt bomb,Asia,Israel,Civilian,1,0
Unknown Group,2010,3,3,13,10,Car bomb,Asia,Iraq,Political,1,0
Islamic State - Khorasan Province,2016,11,3,13,6,Motorcycle bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2004,10,3,5,2,Car bomb,Asia,Iraq,Security,1,0
Taliban (IEA),2006,9,1,37,4,Belt bomb,Asia,Afghanistan,Security,1,0
Taliban (IEA),2017,4,1,6,4,Car bomb,Asia,Afghanistan,Security,1,0
Islamic State - Cyrenaica Province,2015,2,5,13,13,Car bomb,Africa,Libya,Political,1,0
Taliban (IEA),2008,9,6,1,6,Belt bomb,Asia,Afghanistan,Security,1,0
Islamic State,2015,3,5,177,49,Car bomb,Asia,Syria,Civilian,1,0
Tehrik-i-Taliban Pakistan,2012,5,5,73,29,Belt bomb,Asia,Pakistan,Security,1,0
Taliban (IEA),2006,7,4,0,0,Belt bomb,Asia,Afghanistan,Security,1,0
Liberation Tigers of Tamil Eelam,1993,11,4,0,200,Boat bomb,Asia,Sri Lanka,Security,13,0
Taliban (IEA),2016,8,1,3,0,Car bomb,Asia,Afghanistan,Security,1,0
Al-Shabaab,2018,7,6,10,5,Car bomb,Africa,Somalia,Political,1,0
Ejercito de Liberacion Nacional,2019,1,4,68,21,Car bomb,Americas,Colombia,Security,1,0
Palestinian Islamic Jihad,2001,7,1,10,3,Belt bomb,Asia,Israel,Civilian,1,0
Unknown Group,2016,4,2,34,8,Motorcycle bomb,Asia,Afghanistan,Political,1,0
Liberation Tigers of Tamil Eelam,2006,6,1,8,4,Motorcycle bomb,Asia,Sri Lanka,Security,1,0
Boko Haram (Shekau Faction),2018,6,3,15,0,Other VBIED,Africa,Nigeria,Security,0,1
Unknown Group,2010,1,6,20,2,Belt bomb,Asia,Iraq,Security,1,0
Islamic State,2017,3,3,102,31,Belt bomb,Asia,Syria,Political,1,0
Unknown Group,2017,9,2,0,0,Unspecified PBIED,Africa,Nigeria,Security,0,1
Unknown Group,2017,6,5,3,1,Unspecified PBIED,Asia,Lebanon,Security,4,0
Unknown Group,2017,12,1,7,3,Belt bomb,Africa,Nigeria,Civilian,0,1
Unknown Group,2009,12,3,101,26,Belt bomb,Asia,Iraq,Political,2,0
Unknown Group,2010,11,1,12,2,Belt bomb,Asia,Pakistan,Security,1,0
Taliban (IEA),2011,10,1,1,1,Belt bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2004,2,6,4,1,Belt bomb,Asia,Pakistan,Civilian,1,0
Unknown Group,2017,1,4,4,0,Other VBIED,Asia,Afghanistan,Civilian,1,0
Taliban (IEA),2008,6,3,0,1,Car bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2015,7,5,5,11,Belt bomb,Africa,Nigeria,Civilian,0,1
Unknown Group,2007,9,3,50,3,Car bomb,Asia,Iraq,Political,1,0
Unknown Group,2016,7,2,1,0,Unspecified,Asia,Indonesia,Security,1,0
Unknown Group,2006,1,4,0,0,Belt bomb,Asia,Palestine,Security,2,0
Taliban (IEA),2009,5,7,25,20,Belt bomb,Asia,Afghanistan,Security,2,0
Al-Shabaab,2019,6,6,26,11,Car bomb,Africa,Somalia,Political,1,0
Unknown Group,2011,6,3,0,3,Belt bomb,Asia,Afghanistan,Political,1,0
Unknown Group,2008,1,4,80,27,Motorcycle bomb,Asia,Pakistan,Security,1,0
Liberation Tigers of Tamil Eelam,1999,12,4,3,0,Boat bomb,Asia,Sri Lanka,Security,1,0
Unknown Group,2005,1,1,9,3,Car bomb,Asia,Iraq,Security,1,0
Hamas,2001,9,7,74,4,Belt bomb,Asia,Israel,Civilian,1,0
Assirat al-Moustaqim,2003,5,5,0,3,Backpack bomb,Africa,Morocco,Civilian,1,0
Al-Qaeda Central,2003,5,5,0,3,Backpack bomb,Africa,Morocco,Civilian,1,0
Jabhat an-Nu_rah li-Ahl ash-Sh_m,2014,1,1,0,13,Truck bomb,Asia,Syria,Security,1,0
Unknown Group,2010,3,3,6,3,Belt bomb,Asia,Iraq,Security,1,0
Islamic State,2017,7,3,2,3,Car bomb,Asia,Iraq,Security,1,0
Islamic State West Africa Province,2015,7,6,80,16,Belt bomb,Africa,Chad,Civilian,1,0
Al-Shabaab,2016,8,7,15,10,Truck bomb,Africa,Somalia,Political,1,0
Al-Qaeda in Iraq,2005,5,1,118,30,Belt bomb,Asia,Iraq,Security,2,0
Palestinian Islamic Jihad,2002,5,1,3,0,Belt bomb,Asia,Israel,Security,1,0
Unknown Group,2008,7,3,6,5,Car bomb,Asia,Iraq,Security,1,0
Taliban (IEA),2010,12,7,9,5,Belt bomb,Asia,Afghanistan,Security,2,0
Suqour al-Sham,2014,5,7,0,0,Truck bomb,Asia,Syria,Security,1,0
Jabhat an-Nu_rah li-Ahl ash-Sh_m,2014,5,7,0,0,Truck bomb,Asia,Syria,Security,1,0
Islamic Front (Syria),2014,5,7,0,0,Truck bomb,Asia,Syria,Security,1,0
Palestinian Islamic Jihad,1998,11,5,24,2,Car bomb,Asia,Israel,Civilian,2,0
Unknown Group,2004,12,3,86,2,Car bomb,Asia,Saudi Arabia,Political,2,0
Taliban (IEA),2008,2,7,90,70,Belt bomb,Asia,Afghanistan,Civilian,1,0
Liberation Tigers of Tamil Eelam,2007,1,6,40,15,Car bomb,Asia,Sri Lanka,Security,0,1
Unknown Group,2008,2,1,45,11,Motorcycle bomb,Asia,Pakistan,Security,1,0
Unknown Group,2007,2,6,30,2,Car bomb,Asia,Iraq,Political,1,0
Taliban (IEA),2007,1,5,3,0,Car bomb,Asia,Afghanistan,Security,1,0
Liberation Tigers of Tamil Eelam,2008,2,7,100,11,Belt bomb,Asia,Sri Lanka,Civilian,0,1
Taliban (IEA),2007,1,7,1,0,Belt bomb,Asia,Afghanistan,Security,1,0
Tehrik-i-Taliban Pakistan,2007,1,7,20,4,Car bomb,Asia,Pakistan,Security,1,0
Unknown Group,2008,1,4,25,12,Belt bomb,Asia,Pakistan,Civilian,1,0
Unknown Group,2008,1,3,15,8,Belt bomb,Asia,Iraq,Civilian,0,1
Unknown Group,2007,4,2,3,1,Belt bomb,Africa,Morocco,Security,1,0
Unknown Group,2008,1,1,12,17,Belt bomb,Asia,Iraq,Political,1,0
Unknown Group,2007,2,6,35,16,Belt bomb,Asia,Pakistan,Political,1,0
Unknown Group,2007,2,7,55,40,Belt bomb,Asia,Iraq,Civilian,0,1
Unknown Group,2008,1,3,3,0,Belt bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2007,1,1,3,0,Car bomb,Asia,Afghanistan,Security,1,0
Taliban (IEA),2008,4,2,5,2,Car bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2008,3,3,15,5,Belt bomb,Asia,Iraq,Security,0,1
Unknown Group,2007,7,1,10,7,Belt bomb,Asia,Iraq,Security,0,1
Unknown Group,2008,4,2,20,13,Belt bomb,Asia,Iraq,Security,1,0
Unknown Group,2007,1,7,6,2,Car bomb,Asia,Iraq,Security,1,0
Unknown Group,2008,1,6,13,6,Belt bomb,Asia,Iraq,Security,1,0
Islamic State of Iraq,2008,5,4,65,35,Belt bomb,Asia,Iraq,Civilian,1,1
Taliban (IEA),2008,5,4,28,17,Belt bomb,Asia,Afghanistan,Security,1,0
Liberation Tigers of Tamil Eelam,2008,6,1,23,12,Motorcycle bomb,Asia,Sri Lanka,Security,1,0
Tehrik-i-Taliban Pakistan,2008,5,7,23,13,Belt bomb,Asia,Pakistan,Security,1,0
Tehrik-i-Taliban Pakistan,2008,5,2,12,4,Belt bomb,Asia,Pakistan,Security,1,0
Tehrik-i-Taliban Pakistan,2008,5,4,30,18,Belt bomb,Asia,Pakistan,Security,1,0
Islamic State of Iraq,2008,5,3,35,23,Belt bomb,Asia,Iraq,Security,1,0
Taliban (IEA),2008,6,5,5,11,Belt bomb,Asia,Afghanistan,Security,1,0
Hizbul Mujahedin,2006,5,2,27,2,Car bomb,Asia,India,Security,1,0
Islamic State of Iraq,2008,6,7,14,0,Car bomb,Asia,Iraq,Security,1,0
Taliban (IEA),2008,5,6,1,0,Motorcycle bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2004,3,2,151,48,Other PBIED,Asia,Pakistan,Civilian,2,0
Unknown Group,2008,3,6,29,2,Car bomb,Asia,Pakistan,Security,1,0
Unknown Group,2004,10,5,75,32,Belt bomb,Asia,Pakistan,Civilian,1,0
Taliban (IEA),2004,10,6,7,2,Belt bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2006,1,1,3,0,Car bomb,Asia,Afghanistan,Security,1,0
Taliban (IEA),2006,2,3,4,4,Car bomb,Asia,Afghanistan,Security,2,0
Unknown Group,2006,2,4,50,40,Belt bomb,Asia,Pakistan,Civilian,1,0
Taliban (IEA),2006,3,5,5,1,Car bomb,Asia,Afghanistan,Security,1,0
Islamic State of Iraq,2008,3,7,11,0,Belt bomb,Asia,Iraq,Political,1,0
Unknown Group,2008,3,1,7,2,Other PBIED,Asia,Pakistan,Security,1,0
Taliban (IEA),2006,9,1,10,5,Car bomb,Asia,Afghanistan,Security,1,0
Taliban (IEA),2005,1,4,23,0,Belt bomb,Asia,Afghanistan,Political,1,0
Unknown Group,2007,5,3,35,10,Car bomb,Asia,Iraq,Security,1,0
Taliban (IEA),2007,7,5,2,0,Car bomb,Asia,Afghanistan,Security,1,0
Taliban (IEA),2007,5,6,0,2,Belt bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2007,5,7,1,0,Car bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2007,3,5,15,6,Belt bomb,Asia,Iraq,Political,1,0
Taliban (IEA),2007,3,5,2,0,Car bomb,Asia,Afghanistan,Security,1,0
Al-Qaeda in the Land of the Islamic Maghreb,2007,7,3,35,10,Truck bomb,Africa,Algeria,Security,1,0
Unknown Group,2007,7,1,12,2,Car bomb,Asia,Iraq,Security,1,0
Unknown Group,2007,7,5,6,4,Car bomb,Asia,Pakistan,Security,1,0
Taliban (IEA),2007,7,2,10,1,Car bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2007,8,4,15,13,Car bomb,Asia,Iraq,Security,1,0
Unknown Group,2007,8,6,43,9,Car bomb,Asia,Pakistan,Civilian,1,0
Unknown Group,2007,8,1,50,30,Truck bomb,Asia,Iraq,Civilian,1,0
Unknown Group,2007,8,5,14,4,Car bomb,Asia,Iraq,Security,1,0
Unknown Group,2007,4,7,0,1,Car bomb,Asia,Afghanistan,Security,1,0
Al-Qaeda in the Arabian Peninsula,2009,3,7,6,4,Belt bomb,Asia,Yemen,Civilian,1,0
Unknown Group,2010,6,7,13,0,Motorcycle bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2007,8,5,5,0,Car bomb,Asia,Pakistan,Security,1,0
Taliban (IEA),2007,8,6,3,4,Motorcycle bomb,Asia,Afghanistan,Security,1,0
Taliban (IEA),2007,10,2,7,13,Belt bomb,Asia,Afghanistan,Security,1,0
Taliban (IEA),2007,10,6,36,11,Motorcycle bomb,Asia,Afghanistan,Security,1,0
Taliban (IEA),2007,5,1,2,2,Belt bomb,Asia,Afghanistan,Security,1,0
Taliban (IEA),2007,10,1,3,0,Belt bomb,Asia,Afghanistan,Security,1,0
Taliban (IEA),2007,8,6,7,0,Car bomb,Asia,Afghanistan,Security,1,0
Armed Struggle Group,1982,11,4,28,115,Car bomb,Asia,Lebanon,Security,1,0
Lebanese National Resistance Front,1982,11,4,28,115,Car bomb,Asia,Lebanon,Security,1,0
Taliban (IEA),2007,7,2,0,0,Car bomb,Asia,Afghanistan,Security,1,0
Unknown Group,1985,6,6,36,23,Car bomb,Asia,Lebanon,Security,2,0
Islamic State of Iraq,2007,4,1,16,8,Belt bomb,Asia,Iraq,Civilian,1,0
Islamic State of Iraq,2007,4,3,16,4,Belt bomb,Asia,Iraq,Security,1,0
Al-Qaeda Central,2002,4,4,0,21,Truck bomb,Africa,Tunisia,Civilian,1,0
Unknown Group,2007,4,3,7,2,Car bomb,Asia,Iraq,Security,1,0
Syrian Social Nationalist Party,1985,7,1,0,12,Car bomb,Asia,Lebanon,Security,1,0
Unknown Group,2007,3,4,0,0,Car bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2007,3,6,45,26,Car bomb,Asia,Iraq,Security,1,0
Unknown Group,2003,5,1,200,41,Truck bomb,Europe,Russia,Security,2,1
Liberation Tigers of Tamil Eelam,1999,8,7,0,10,Boat bomb,Asia,Sri Lanka,Security,2,0
Unknown Group,2007,9,6,9,6,Car bomb,Asia,Pakistan,Security,1,0
Unknown Group,2007,11,5,5,6,Belt bomb,Asia,Pakistan,Political,1,0
Hamas,2001,11,1,2,0,Belt bomb,Asia,Palestine,Security,1,0
Islamic State of Iraq,2007,3,6,3,10,Belt bomb,Asia,Iraq,Civilian,1,0
Taliban (IEA),2007,12,3,20,13,Car bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2007,6,2,3,0,Belt bomb,Asia,Iraq,Security,0,1
Unknown Group,2007,6,6,6,4,Car bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2007,6,5,10,20,Car bomb,Asia,Iraq,Security,1,0
Taliban (IEA),2007,11,6,3,1,Motorcycle bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2007,12,5,200,60,Belt bomb,Asia,Pakistan,Political,1,0
Unknown Group,2007,9,3,28,1,Car bomb,Asia,Iraq,Security,1,0
Tehrik-i-Taliban Pakistan,2007,11,3,0,0,Car bomb,Asia,Pakistan,Security,1,0
Taliban (IEA),2007,12,2,2,2,Car bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2007,9,1,78,10,Truck bomb,Asia,Iraq,Civilian,1,0
Jama'at Al-Tawhid Wa'al-Jihad,2004,1,3,17,3,Truck bomb,Asia,Iraq,Civilian,1,0
Ansar al-Sunna,2004,1,6,50,11,Car bomb,Asia,Iraq,Security,1,0
Unknown Group,2004,2,3,47,53,Car bomb,Asia,Iraq,Security,1,0
Al-Qaeda in Iraq,2004,5,1,14,9,Car bomb,Asia,Iraq,Security,2,0
Arab Resistance Movement - Al-Rashid Brigades,2004,5,1,14,9,Car bomb,Asia,Iraq,Security,2,0
Unknown Group,2006,1,1,10,3,Car bomb,Asia,Iraq,Security,1,0
Unknown Group,2005,7,5,4,1,Car bomb,Asia,Iraq,Political,1,0
Al-Qaeda in Iraq,2005,12,2,72,43,Belt bomb,Asia,Iraq,Security,0,2
Islamic State,2017,3,3,5,11,Truck bomb,Asia,Iraq,Security,1,0
Jama'at Al-Tawhid Wa'al-Jihad,2004,9,3,54,11,Car bomb,Asia,Iraq,Security,1,0
Palestinian Islamic Jihad,2005,12,4,3,3,Belt bomb,Asia,Palestine,Security,2,0
Unknown Group,2008,7,3,8,5,Belt bomb,Asia,Afghanistan,Political,1,0
Taliban (IEA),2008,8,1,15,9,Car bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2008,7,2,25,1,Truck bomb,Asia,Iraq,Security,1,0
Unknown Group,2008,7,7,4,1,Belt bomb,Asia,Pakistan,Political,1,0
Al-Qaeda in the Land of the Islamic Maghreb,2008,8,7,25,0,Car bomb,Africa,Algeria,Security,1,0
Hamas,2002,4,6,0,0,Belt bomb,Asia,Palestine,Security,1,0
Hamas,2001,8,3,1,0,Car bomb,Asia,Palestine,Security,1,0
Unknown Group,2008,9,2,7,7,Car bomb,Asia,Iraq,Security,1,0
Unknown Group,2008,7,5,7,3,Truck bomb,Asia,Iraq,Security,1,0
Al-Aqsa Martyrs Brigade,2002,10,7,30,3,Belt bomb,Asia,Palestine,Security,1,0
Hamas,2002,10,7,30,3,Belt bomb,Asia,Palestine,Security,1,0
Unknown Group,2008,9,5,45,32,Truck bomb,Asia,Iraq,Security,1,0
Ajnad al-Sham,2014,1,2,0,4,Car bomb,Asia,Syria,Security,1,0
Jabhat an-Nu_rah li-Ahl ash-Sh_m,2014,1,2,0,4,Car bomb,Asia,Syria,Security,1,0
Tehrik-i-Taliban Pakistan,2008,10,4,0,4,Other PBIED,Asia,Pakistan,Political,1,0
Islamic State,2014,8,6,23,7,Car bomb,Asia,Iraq,Security,1,0
Ansar Beit al-Maqdis,2014,10,5,31,31,Car bomb,Africa,Egypt,Security,1,0
Taliban (IEA),2008,11,2,0,0,Belt bomb,Asia,Afghanistan,Political,1,0
Unknown Group,2009,11,4,0,3,Motorcycle bomb,Asia,Afghanistan,Civilian,1,0
Taliban (IEA),2015,10,3,3,2,Motorcycle bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2008,10,4,7,0,Car bomb,Asia,Pakistan,Security,1,0
Unknown Group,2009,3,1,12,6,Belt bomb,Asia,Pakistan,Political,1,0
Unknown Group,2009,3,3,21,2,Car bomb,Asia,Iraq,Security,1,0
Unknown Group,2009,1,5,110,30,Belt bomb,Asia,Iraq,Security,1,0
Unknown Group,2008,10,4,30,3,Car bomb,Asia,Pakistan,Security,1,0
Taliban (IEA),2008,10,1,4,4,Other PBIED,Asia,Afghanistan,Security,1,0
Taliban (IEA),2009,3,6,9,2,Belt bomb,Asia,Afghanistan,Security,1,0
Revolutionary People's Liberation Party/Front,2001,1,3,7,2,Belt bomb,Asia,Turkey,Security,1,0
Unknown Group,2007,9,6,17,6,Car bomb,Asia,Iraq,Security,1,0
Unknown Group,2009,3,2,46,33,Car bomb,Asia,Iraq,Political,1,0
Unknown Group,2008,10,5,15,10,Other PBIED,Asia,Pakistan,Security,1,0
Unknown Group,2008,11,6,9,8,Car bomb,Asia,Iraq,Security,1,0
Taliban (IEA),2009,3,7,14,2,Car bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2006,1,2,0,4,Car bomb,Asia,Iraq,Security,1,0
Unknown Group,2008,11,4,11,2,Car bomb,Asia,Pakistan,Security,1,0
Unknown Group,2009,1,7,2,4,Belt bomb,Asia,Iraq,Security,1,0
Taliban (IEA),2009,3,6,6,7,Car bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2014,10,1,0,1,Belt bomb,Asia,Afghanistan,Political,1,0
Taliban (IEA),2009,2,4,0,0,Car bomb,Asia,Afghanistan,Security,1,0
Unknown Group,2009,3,1,5,1,Belt bomb,Asia,Pakistan,Security,1,0
Taliban (IEA),2009,3,5,0,0,Car bomb,Asia,Afghanistan,Security,1,0
Tehrik-i-Taliban Pakistan,2009,3,4,25,12,Other PBIED,Asia,Pakistan,Political,1,0
Taliban (IEA),2009,3,1,8,9,Belt bomb,Asia,Afghanistan,Security,1,0
Taliban (IEA),2009,4,3,16,17,Belt bomb,Asia,Afghanistan,Political,1,0
Tehrik-i-Taliban Pakistan,2009,4,7,200,30,Belt bomb,Asia,Pakistan,Civilian,1,0
Islamic State of Iraq,2009,4,5,70,17,Truck bomb,Asia,Iraq,Security,1,0
Unknown Group,2009,4,7,1,0,Belt bomb,Asia,Afghanistan,Political,1,0
Unknown Group,2009,4,5,16,3,Belt bomb,Asia,Afghanistan,Political,1,0
Popular Front for the Liberation of Palestine,1990,11,2,1,5,Belt bomb,Asia,Lebanon,Security,1,0
Taliban (IEA),2009,4,5,2,0,Car bomb,Asia,Afghanistan,Security,1,0
Islamic State West Africa Province,2015,7,7,0,5,Belt bomb,Africa,Nigeria,Civilian,1,0
Taliban (IEA),2009,4,1,13,0,Other PBIED,Asia,Afghanistan,Political,1,0
Unknown Group,2009,4,4,13,5,Belt bomb,Asia,Iraq,Security,1,0
Taliban (IEA),2009,4,6,17,5,Belt bomb,Asia,Afghanistan,Political,3,0
Taliban (IEA),2009,4,3,5,0,Car bomb,Asia,Afghanistan,Security,1,0
Taliban (IEA),2014,9,4,150,6,Truck bomb,Asia,Afghanistan,Security,1,0
Taliban (IEA),2015,5,7,4,3,Car bomb,Asia,Afghanistan,Security,1,0
Al-Qaeda in the Land of the Islamic Maghreb,2008,7,3,13,0,Motorcycle bomb,Africa,Algeria,Security,1,0
Unknown Group,2004,3,2,230,165,Belt bomb,Asia,Iraq,Civilian,1,0
Al-Aqsa Martyrs Brigade,2002,2,1,2,3,Belt bomb,Asia,Palestine,Civilian,1,0
Taliban (IEA),2008,9,7,40,8,Belt bomb,Asia,Afghanistan,Security,2,0
Unknown Group,2002,4,2,0,0,Belt bomb,Asia,Palestine,Security,1,0
Unknown Group,2008,11,3,15,9,Car bomb,Asia,Pakistan,Civilian,1,0
